episode_id,seed,task_id,tier,scenario,reflex_enabled,success,object_correct,target_correct,first_attempt_success,retry_count,recovery_success,precision_recovery_attempted,precision_recovery_success,interrupted,safe_interrupt,interrupt_response_steps,unprotected_post_interrupt_steps,perturbation_applied,completion_time_s,mean_inference_latency_ms,p95_inference_latency_ms,failure_reason,video_uri
apple_white_left_61000,61000,apple_blue_right,L1,interrupt,True,True,True,True,False,0,True,True,True,True,True,0,0,False,47.795592916198075,18.609045870294892,5.822550039738417,,/workspace/RadeonVLA-Reflex/outputs/eval_videos/eval_20260805T120601Z/apple_white_left_61000.mp4
